DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2016-0234-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,No,No,No,,,Kph,,,,2016,6,12,2016,6,12,11,,,,,,,,,,,78.7679229975209,"[{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17631,""adm2_name"":""Siwan""}]",2016-07-13,2023-09-25
2016-0237-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,No,No,No,,,Kph,,,,2016,6,20,2016,6,21,93,,,,,,,,,,,78.7679229975209,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2016-07-13,2023-09-25
2016-0239-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4371,,IND,India,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,No,No,No,,135742.3,Km2,27.068,93.95,Alaknanda and Mandakini rivers,2016,6,25,2016,7,1,61,,,,,,,,,100000,126955,78.7679229975209,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70282,""adm2_name"":""Chamoli""}]",2016-07-13,2023-09-25
2016-0262-IND,No,tec-tra-air-air,Technological,Transport,Air,Air,,AN-32,IND,India,Southern Asia,Asia,Between Andaman and Nicobar,,,No,No,No,,,,,,,2016,7,22,2016,7,22,29,,,,,,,,,,,78.7679229975209,,2016-08-03,2023-09-25
2016-0267-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,No,No,No,,,Km2,,,"Brahmaputra, Barak Rivers",2016,7,28,2016,7,30,50,,,2000000,2000000,,,,,150000,190433,78.7679229975209,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""}]",2016-08-04,2023-09-25
2016-0271-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4384,,IND,India,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,No,No,No,,,Km2,,,,2016,7,15,2016,9,12,254,,1600000,,1600000,,,,,350000,444343,78.7679229975209,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2016-08-04,2023-09-25
2016-0276-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4378,,IND,India,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,No,No,No,,,Km2,,,,2016,7,9,2016,8,22,184,,100000,,100000,,,,,160000,203128,78.7679229975209,"[{""adm2_code"":17716,""adm2_name"":""Bhopal""},{""adm2_code"":17720,""adm2_name"":""Damoh""},{""adm2_code"":17728,""adm2_name"":""Hoshangabad""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17732,""adm2_name"":""Mandla""},{""adm2_code"":17736,""adm2_name"":""Panna""},{""adm2_code"":17739,""adm2_name"":""Raisen""},{""adm2_code"":17743,""adm2_name"":""Rewa""},{""adm2_code"":17744,""adm2_name"":""Sagar""},{""adm2_code"":17745,""adm2_name"":""Satna""},{""adm2_code"":17746,""adm2_name"":""Sehore""},{""adm2_code"":17747,""adm2_name"":""Seoni""},{""adm2_code"":17749,""adm2_name"":""Shajapur""},{""adm2_code"":17753,""adm2_name"":""Tikamgarh""},{""adm2_code"":17755,""adm2_name"":""Vidisha""},{""adm2_code"":70173,""adm2_name"":""Harda""}]",2016-08-05,2023-09-25
2016-0278-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Bridge,IND,India,Southern Asia,Asia,Raigad district (Maharasthra),,,No,No,No,,,,,,,2016,8,3,2016,8,3,42,,,,,,,,,,,78.7679229975209,,2016-08-08,2023-09-25
2016-0304-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4383,,IND,India,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,No,No,No,,,Km2,,,Savitri,2016,8,1,2016,8,3,37,,3000,,3000,,,,,,,78.7679229975209,"[{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":17653,""adm2_name"":""Valsad""},{""adm2_code"":70127,""adm2_name"":""Navsari""},{""adm2_code"":17769,""adm2_name"":""Kolhapur""},{""adm2_code"":17773,""adm2_name"":""Nashik""},{""adm2_code"":17776,""adm2_name"":""Pune""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17778,""adm2_name"":""Ratnagiri""},{""adm2_code"":17781,""adm2_name"":""Satara""},{""adm2_code"":17783,""adm2_name"":""Thane""}]",2016-08-23,2023-09-25
2016-0391-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4405,,IND,India,Southern Asia,Asia,"Andhra Pradesh province, Telangana",Monsoonal rains,,No,No,No,,137435.4,Km2,17.654,80.34,,2016,9,21,2016,9,29,28,,3000,,3000,,,44000,55860,589000,747766,78.7679229975209,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2016-11-17,2023-09-25
2016-0398-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Crush in a religious gathering,IND,India,Southern Asia,Asia,Varanasi (Uttar Pradesh),,,No,No,No,,,,,,,2016,10,15,2016,10,15,24,20,,,20,,,,,,,78.7679229975209,,2016-11-18,2023-09-25
2016-0399-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,South,,,No,No,No,,,,,,,2016,7,,2016,7,,27,,,,,,,,,,,78.7679229975209,,2016-11-18,2023-09-25
2016-0403-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hospital,IND,India,Southern Asia,Asia,Bhubaneswar,,,No,No,No,,,,,,,2016,10,17,2016,10,17,21,100,,,100,,,,,,,78.7679229975209,,2016-11-18,2023-09-25
2016-0422-IND,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Textil factory,IND,India,Southern Asia,Asia,New Delhi,,,No,No,No,,,m3,,,,2016,11,11,2016,11,11,13,3,,,3,,,,,,,78.7679229975209,,2016-11-21,2023-09-25
2016-0434-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Kanpur (Uttar Pradesh state),,,No,No,No,,,,,,,2016,11,20,2016,11,20,150,260,,,260,,,,,,,78.7679229975209,,2016-11-23,2023-09-25
2016-0485-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Vardah',IND,India,Southern Asia,Asia,Chennai district (Tamil Nadu province); Andhra Pradesh,,Flood,No,No,No,,140,Kph,,,,2016,12,12,2016,12,14,24,,,,,,,200000,253910,1000000,1269552,78.7679229975209,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70242,""adm2_name"":""Chennai""}]",2016-12-13,2023-09-25
2016-0554-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",,,No,No,No,,,Km2,,,,2016,7,17,2016,7,19,34,,,,,,,,,,,78.7679229975209,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":70089,""adm2_name"":""Jorhat""}]",2017-04-26,2023-09-25
2016-0571-IND,No,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,Coal mine,IND,India,Southern Asia,Asia,Godda district (Jharkhand),,,No,No,No,,,m3,,,,2016,12,29,2016,12,29,22,,,,,,,,,,,78.7679229975209,,2017-05-23,2023-09-25
2017-0012-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,Near Patna (Bihar),,,No,No,No,,,,,,,2017,1,14,2017,1,14,24,,,,,,,,,,,80.4457792619455,,2017-01-16,2023-09-25
2017-0017-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,,,,,2017,1,20,2017,1,20,15,39,,,39,,,,,,,80.4457792619455,,2017-01-20,2023-09-25
2017-0023-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Kuneru, Vizianagram district (Andhra Pradesh)",,,No,No,No,,,,,,,2017,1,21,2017,1,21,41,68,,,68,,,,,,,80.4457792619455,,2017-01-23,2023-09-25
2017-0046-IND,No,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,IND,India,Southern Asia,Asia,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",Heavy snow,,No,No,No,,,,,,,2017,1,25,2017,1,26,28,,,,,,,,,,,80.4457792619455,"[{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",2017-02-09,2023-09-25
2017-0101-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Shimla region (Himachal Pradesh),,,No,No,No,,,,,,,2017,4,19,2017,4,19,44,,,,,,,,,,,80.4457792619455,,2017-04-19,2023-09-25
2017-0121-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,,,,No,No,No,,,,,,,2017,4,21,2017,4,21,13,,,,,,,,,,,80.4457792619455,,2017-04-25,2023-09-25
2017-0125-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Wall,IND,India,Southern Asia,Asia,Bharatpur (Rajasthan),,,No,No,No,,,,,,,2017,5,10,2017,5,10,26,28,,,28,,,,,,,80.4457792619455,,2017-05-12,2023-09-25
2017-0144-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,No,No,No,,48,°C,,,,2017,4,12,2017,6,15,264,,,,,,,,,,,80.4457792619455,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""}]",2017-05-18,2023-09-25
2017-0152-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000058,Cyclone Mora,IND,India,Southern Asia,Asia,"Manipur, Mizoram",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2017,5,30,2017,5,31,,,1970,,1970,,,,,,,80.4457792619455,"[{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1502,""adm1_name"":""Mizoram""}]",2018-05-07,2023-09-25
2017-0157-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Bareilly city (Uttar Pradesh),Bus collided with a truck and caught fire,,No,No,No,,,,,,,2017,6,5,2017,6,5,22,,,,,,,,,,,80.4457792619455,"[{""adm2_code"":17897,""adm2_name"":""Bareilly""}]",2017-06-06,2023-09-25
2017-0159-IND,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Fireworks industry,IND,India,Southern Asia,Asia,Balaghat (Madhya Pradesh),Fireworks,Fire,No,No,No,,,m3,,,,2017,6,7,2017,6,7,23,10,,,10,,,,,,,80.4457792619455,,2017-06-07,2023-09-25
2017-0160-IND,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,,IND,India,Southern Asia,Asia,Madhya Pradesh,,,No,No,No,,,m3,,,,2017,4,,2017,4,,13,,,,,,,,,,,80.4457792619455,,2017-06-07,2023-09-25
2017-0180-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",Long-term rainfall,,No,No,No,,,Km2,,,,2017,6,4,2017,6,6,6,,100000,,100000,,,,,,,80.4457792619455,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1503,""adm1_name"":""Nagaland""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""}]",2017-06-19,2024-04-09
2017-0257-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Gujarat,Monsoon rains,,No,No,No,,,Km2,,,,2017,6,1,2017,6,30,31,,,,,,,,,,,80.4457792619455,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""}]",2017-07-17,2023-09-25
2017-0265-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",Monsoon,,No,No,No,,,Kph,,,,2017,7,8,2017,7,11,23,12,,,12,,,,,,,80.4457792619455,"[{""adm2_code"":17601,""adm2_name"":""Gaya""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17623,""adm2_name"":""Rohtas""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17632,""adm2_name"":""Vaishali""},{""adm2_code"":70094,""adm2_name"":""Araria""}]",2017-07-18,2023-09-25
2017-0266-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Laptap Village, Papumpare district (Arunachal Pradesh)",,,No,No,No,,,,,,,2017,7,11,2017,7,11,22,,,,,,,,,,,80.4457792619455,"[{""adm2_code"":70085,""adm2_name"":""Papum Pare""}]",2017-07-18,2023-09-25
2017-0274-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,"100km from Shimla (Himachal Pradesh), from Kinnaur to Solan",,,No,No,No,,,,,,,2017,7,20,2017,7,20,28,7,,,7,,,,,,,80.4457792619455,,2017-07-20,2023-09-25
2017-0275-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Cachemire,,,No,No,No,,,,,,,2017,7,13,2017,7,13,16,,,,,,,,,,,80.4457792619455,,2017-07-20,2023-09-25
2017-0289-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2017-000064,,IND,India,Southern Asia,Asia,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Monsoon rainfall,,No,No,No,,,Km2,,,Brahmaputra and Barak,2017,6,25,2017,7,24,75,,1735000,,1735000,,,,,,,80.4457792619455,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17584,""adm2_name"":""Karbi Anglong""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70090,""adm2_name"":""Kokrajhar""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""}]",2017-07-31,2023-09-25
2017-0290-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2017-000064,,IND,India,Southern Asia,Asia,"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,No,No,No,,,Km2,,,,2017,7,,2017,7,,,,12831,,12831,,,,,,,80.4457792619455,"[{""adm2_code"":70188,""adm2_name"":""Bishnupur""},{""adm2_code"":70191,""adm2_name"":""East Imphal""},{""adm2_code"":70194,""adm2_name"":""Thoubal""},{""adm2_code"":70196,""adm2_name"":""West Imphal""}]",2017-07-31,2024-04-09
2017-0294-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",Monsoon,,No,No,No,,,Km2,,,Banas river,2017,6,,2017,8,,284,,520000,,520000,,,,,250000,310768,80.4457792619455,,2017-07-31,2023-09-25
2017-0295-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Buidling,IND,India,Southern Asia,Asia,Bombay,,,No,No,No,,,,,,,2017,7,25,2017,7,25,17,28,,,28,,,,,,,80.4457792619455,,2017-07-31,2023-09-25
2017-0342-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2017-000084,,IND,India,Southern Asia,Asia,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",Monsoonal rain,,No,No,No,,,Km2,,,,2017,8,11,2017,8,31,514,,17200000,,17200000,,,,,1567000,1947896,80.4457792619455,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":70094,""adm2_name"":""Araria""}]",2017-08-18,2023-09-25
2017-0345-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Hospital,IND,India,Southern Asia,Asia,Gorakhpur,,,No,No,No,,,,,,,2017,8,12,2017,8,13,85,,,,,,,,,,,80.4457792619455,,2017-08-18,2023-09-25
2017-0359-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Khatauli, Muzaffarnagar (Uttar Pradesh state)",,,No,No,No,,,,,,,2017,8,19,2017,8,19,22,156,,,156,,,,,,,80.4457792619455,,2017-08-25,2023-09-25
2017-0364-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Torrential rains,,No,No,No,,,Km2,,,,2017,8,29,2017,8,29,14,12,,,12,,,78000,96960,300000,372922,80.4457792619455,"[{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""},{""adm2_code"":70184,""adm2_name"":""Mumbai city""}]",2017-08-29,2023-09-25
2017-0369-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Building,IND,India,Southern Asia,Asia,Bombay,,,No,No,No,,,,,,,2017,8,31,2017,8,31,33,,,,,,,,,,,80.4457792619455,,2017-08-31,2023-09-25
2017-0397-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Stampede,IND,India,Southern Asia,Asia,Bombay,Hundreeds of people seeking shelter from rain in a train station,,No,No,No,,,,,,,2017,9,29,2017,9,29,23,30,,,30,,,,,,,80.4457792619455,,2017-09-29,2023-09-25
2017-0404-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,"Baghpat, Uttar Pradesh, Yamuna river",Overloading,,No,No,No,,,,,,,2017,9,14,2017,9,14,22,,,,,,,,,,,80.4457792619455,,2017-10-05,2023-09-25
2017-0425-IND,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Thermal power station,IND,India,Southern Asia,Asia,"Unchahar, Rae Barelli district (Uttar Pradesh)",,,No,No,No,,,m3,,,,2017,11,1,2017,11,1,32,100,,,100,,,,,,,80.4457792619455,,2017-11-06,2023-09-25
2017-0459-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,Krishna river (Andhra Pradesh state),,,No,No,No,,,,,,,2017,11,12,2017,11,12,23,,,,,,,,,,,80.4457792619455,,2017-11-20,2023-09-25
2017-0460-IND,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,IND,India,Southern Asia,Asia,Near Jaipur (Rajasthan),,,No,No,No,,,,,,,2017,10,31,2017,10,31,13,,,,,,,,,,,80.4457792619455,,2017-11-21,2023-09-25
2017-0483-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Kotropi, Mandi district (Himachal Pradesh)",,,No,No,No,,,,,,,2017,8,13,2017,8,13,46,,,100,100,,,,,,,80.4457792619455,"[{""adm2_code"":17673,""adm2_name"":""Mandi""}]",2017-11-23,2023-09-25
2017-0495-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4532,,IND,India,Southern Asia,Asia,Chenai (Tamil Nadu),Heavy rains,,No,No,No,,50536.26,Km2,10.489,79.004,,2017,10,30,2017,11,8,21,,4000,,4000,,,,,,,80.4457792619455,"[{""adm2_code"":70242,""adm2_name"":""Chennai""}]",2017-11-28,2023-09-25
2017-0508-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000172,Cyclone 'Ockhi',IND,India,Southern Asia,Asia,"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",,Flood,No,No,No,,130,Kph,,,"Amaravathi, Bhavani, Suwarnamukhi and Kalingi Rivers",2017,12,2,2017,12,2,884,,60000,,60000,,,,,,,80.4457792619455,"[{""adm2_code"":17549,""adm2_name"":""Chittoor""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17699,""adm2_name"":""Ernakulam""},{""adm2_code"":17703,""adm2_name"":""Kozhikode""},{""adm2_code"":17709,""adm2_name"":""Thiruvananthapuram""},{""adm2_code"":70167,""adm2_name"":""Kavaratti""},{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17870,""adm2_name"":""Kanniyakumari""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""}]",2017-12-04,2023-09-25
